id,priority,phase,area,title,description,acceptance_criteria,test_mcp,review_initial_requirements,review_regression_requirements,dev_state,review_initial_state,review_regression_state,git_state,owner,refs,notes
ARE3-03-05,P1,3. Agent Extraction Service,backend/ecnu-smoke,Add ECNU sample extraction coverage,Add deterministic ECNU extraction coverage using the local formatting requirement sample or extracted fixture text to confirm required profile draft fields and uncertain item handling.,"ECNU extraction coverage confirms A4, margins, body indent, 1.5 line spacing, Times New Roman, abstract length, SimSun body, SimHei heading, page number placement, three-line tables, captions, and equations.",pytest,agent-rule-extraction: ECNU sample extraction coverage,Coverage does not require live LLM calls and degrades clearly if LibreOffice is unavailable.,已完成,已完成,已完成,已提交,codex,格式集/华东师范大学毕业论文格式要求.doc; backend/tests/test_profile_extractions.py,"verification:uv run pytest tests/test_profile_extractions.py -q -> 24 passed; uv run pytest -q -> 62 passed 1 warning; deterministic ECNU extraction coverage confirms A4, margins, indent, line spacing, fonts, abstract length, captions, table/equation rules, and page-number uncertainty"
ARE4-04-01,P1,4. Extraction API,backend/api,Add profile extraction creation API,Add POST /api/profile-extractions for document and natural-language extraction jobs. Validate request shape and return job id/status/source metadata.,API creates queued extraction jobs for valid document or natural-language requests and rejects invalid/empty requests clearly.,pytest,profile-draft-confirmation: Extraction result retrieval; rule-source-input source creation scenarios,Existing file/job/profile routes keep working.,已完成,已完成,已完成,已提交,codex,backend/app/api/; backend/app/main.py,verification:uv run pytest tests/test_profile_extractions_api.py -q -> 2 passed; uv run pytest -q -> 64 passed 1 warning; POST /api/profile-extractions creates natural-language queued extraction jobs and rejects empty sources
ARE4-04-02,P1,4. Extraction API,backend/api,Add extraction result retrieval API,"Add GET /api/profile-extractions/{job_id} to return queued/running/completed/failed extraction records including drafts, evidence, uncertain items, and errors when present.",Queued/running jobs return status and no completed draft; completed jobs return draft/evidence/uncertain_items; failed jobs return readable error.,pytest,profile-draft-confirmation: Retrieve queued/running/completed/failed extraction result,404 behavior for missing records is consistent with existing APIs.,已完成,已完成,已完成,已提交,codex,backend/app/api/; backend/app/main.py,verification:uv run pytest tests/test_profile_extractions_api.py -q -> 4 passed; uv run pytest -q -> 66 passed 1 warning; GET /api/profile-extractions/{id} returns queued records and 404 for missing jobs
ARE4-04-03,P1,4. Extraction API,backend/tests,Add profile extraction API tests,"Add API tests for successful creation, completed result retrieval, failed result retrieval, validation errors, and schema failure diagnostics.",Profile extraction API tests cover all new endpoint scenarios and pass with existing backend suite.,pytest,profile-draft-confirmation scenarios,Existing API tests still pass.,已完成,已完成,已完成,已提交,codex,backend/tests/test_profile_extractions_api.py,"verification:uv run pytest tests/test_profile_extractions_api.py -q -> 8 passed; uv run pytest -q -> 70 passed 1 warning; API tests cover natural-language/document creation, validation errors, queued/completed/failed retrieval, and missing jobs"
ARE5-05-01,P1,5. Frontend Extraction Review,frontend/api,Add frontend extraction API client types,Extend frontend API types and client methods for profile extraction job creation and retrieval.,"TypeScript models cover source metadata, profile_draft, uncertain_items, evidence, status, and errors. Client methods call POST/GET profile extraction endpoints.",npm build,profile-draft-confirmation: Extraction result retrieval,Existing API client types for files/jobs/profiles remain compatible.,已完成,已完成,已完成,已提交,codex,frontend/src/api/client.ts,"verification:cd frontend && npm run build -> passed; added ProfileExtractionRecord, evidence, uncertain item, status/source types and create/get API client methods"
ARE5-05-02,P1,5. Frontend Extraction Review,frontend/ui,Add extraction submission and review panel,"Add workbench UI for document/natural-language extraction submission, job refresh, draft summary display, uncertain item review, and evidence display.",User can create extraction jobs from uploaded rule documents or natural-language text and inspect completed draft/evidence/uncertain_items. Failures are visible without hiding manual profile controls.,npm build,profile-draft-confirmation: Web review and confirmation; Extraction UI failure visibility,"Upload, task output, and manual profile editor remain visible and usable.",已完成,已完成,已完成,已提交,codex,frontend/src/App.tsx; frontend/src/styles.css,"verification:cd frontend && npm run build -> passed; added extraction panel for natural-language/document submission, result refresh, draft summary, uncertain items, evidence, and error display while preserving manual profile controls"
ARE5-05-03,P1,5. Frontend Extraction Review,frontend/profile-flow,Connect extracted drafts to profile save flow,Allow users to load an extracted profile draft into the existing structured editor and save it as draft or active only after explicit confirmation.,Extraction completion does not auto-activate a profile. User can edit loaded draft and save through existing profile APIs with selected status.,npm build,profile-draft-confirmation: Save reviewed draft; Do not auto-activate unconfirmed draft,Existing YAML import/export and manual draft creation still work.,已完成,已完成,已完成,已提交,codex,frontend/src/App.tsx; frontend/src/api/client.ts,"verification:cd frontend && npm run build -> passed; extracted profile_draft loads into existing editor only after explicit user action, remains draft/imported, and uses existing save flow for draft/active confirmation"
ARE5-05-04,P2,5. Frontend Extraction Review,frontend/verification,Run extraction UI build verification,"Run frontend build after extraction UI changes and record coverage of submission, failure, result review, and manual profile coexistence states.",npm run build passes and notes document the reviewed UI states.,npm build,profile-draft-confirmation frontend scenarios,No TypeScript regressions in existing profile/job UI.,已完成,已完成,已完成,已提交,codex,frontend/src/; issues/2026-06-08_01-23-00-add-agent-rule-extraction.csv,"verification:cd frontend && npm run build -> passed; reviewed UI states include natural-language submission, document-source disabled without upload, result refresh, error display, evidence/uncertain lists, load-draft action, and manual profile editor coexistence"
ARE6-06-01,P2,6. Documentation and Verification,docs,Update Agent extraction documentation,"Update root/backend/frontend README and .env.example for Agent extraction configuration, output safety boundaries, manual confirmation, and verification commands.","Docs explain LLM env vars, no direct DOCX writes, evidence/uncertainty requirements, natural-language/document sources, and how to verify extraction.",manual-doc-review,All Agent extraction safety and API capabilities,Existing document engine docs remain accurate.,未开始,未开始,未开始,未提交,codex,README.md; backend/README.md; frontend/README.md; .env.example,StageC:manual-doc-review
ARE6-06-02,P1,6. Documentation and Verification,verification,Run Agent extraction final verification,"Run OpenSpec validation, backend tests, frontend build, ECNU extraction smoke check, and hardcoded secret scan.",openspec validate add-agent-rule-extraction --strict --no-interactive passes. Backend tests pass. Frontend build passes. ECNU extraction smoke confirms required fields. Secret scan finds no hardcoded keys.,openspec+pytest+npm build+rg,All add-agent-rule-extraction specs,Previous document engine verification remains green.,未开始,未开始,未开始,未提交,codex,openspec/changes/add-agent-rule-extraction/; backend/tests/; frontend/src/; issues/2026-06-08_01-23-00-add-agent-rule-extraction.csv,StageC:final-verification
